file_name;classes;text;bow_preproc;gboed_preproc;gboed_freq_class;gboed_dist_class
1777495.txt;concedido;Entendo que ao entrar na Partição Pública, é necessário se identificar e fornecer informações sobre o motivo da visita. Gostaria de solicitar uma lista com os nomes completos, documentos de identificação apresentados, pessoa com quem foi falar, motivo da visita, data e horário de entrada e saída fornecidos no momento de identificação ao entrar na partição, de todas as pessoas que a visitaram nos últimos 12 meses. Além disso, gostaria de saber para qual o período estas informações foram registradas e estão disponíveis, além dos últimos 12 meses.;entend entrar partica public fornec motiv visit gost solicit list nom complet pesso foi fal motiv visit dat horari entrad said moment entrar partica pesso visit ultim mes gost sab period for esta ultim mes;entendo que ao entrar na partição pública é necessário se <identificar><DT> e fornecer informações sobre o <fundamentação><PT> da visita . <gostaria><DT> de <solicito><DT> uma <lista><DT> com os <informação pessoal><NT> completos documentos de identificação apresentados pessoa com <quem><DT> foi falar <fundamentação><PT> da visita <data de atualização><PT> e horário de entrada e saída fornecidos no momento de identificação ao entrar na partição de todas as pessoas que a visitaram nos últimos 12 meses . além disso <gostaria><DT> de <saber><DT> para <qual><DT> o período estas informações foram registradas e estão disponíveis além dos últimos 12 meses .;concedido;concedido
1694936.txt;concedido;Trata-se de Processo aberto pela Casa da Moeda do Brasil, Processo n. 18860.000381/2015-57, arquivado pela CGU em julho de 2015, no qual sou parte interessada e do qual solicito Cópia física e eletrônica.;trat process abert cas moed brasil process arquiv cgu julh sou part solicit cop fisic;trata se de processo aberto pela casa da moeda do brasil processo n  18860 000381 2015 57 arquivado pela cgu em julho de 2015 no <qual><DT> sou <parte interessada><PT> e do <qual><DT> <solicito><DT> cópia física e eletrônica .;concedido;concedido
1782113.txt;concedido;OLa! Gostaria de receber informações sobre a aplicação do recursos federais no município de porto grande - AP.  - há alguma irregularidade?  - Pq já tentamos várias vezes obter essas informações junta a prefeitura e sempre nos e negado. grato!!!;ola gost receb aplicaca recurs feder municipi port grand tent obter junt neg grat;ola . <gostaria><DT> de receber informações sobre a aplicação do <recursos federais><PT> no município de porto grande ap . <existe><DT> alguma irregularidade . pq já tentamos várias vezes obter essas informações junta a prefeitura e sempre nos e negado . grato . .;concedido;concedido
1880893.txt;concedido;Prezados Senhores, Peço que esclareçam quais seriam as  diferenças de papel e função entre o portal da transparência, SIC e ouvidoria. Respeitosamente, ;prez senhor pec ser papel funca portal sic ouvidor;prezados senhores <solicito><DT> que esclareçam <qual><DT> seriam as diferenças de <cadastro><PT> e <cadastro><PT> entre o <portal de transparência><PT> da transparência <sic><PT> e <ouvidoria><PT> . respeitosamente .;concedido;concedido
1843554.txt;concedido;inexistência de registros impeditivos à contratação junto ao Cadastro Nacional de Empresas Inidôneas e Suspensas - CEIS, mantido pela Controladoria-Geral da União;registr junt cadastr nacional empres inidon suspens ceis mant geral unia;<ceis><PT> junto ao <cadastro><PT> nacional de empresas inidôneas e suspensas <ceis><PT> mantido pela controladoria geral da união .;neutro;neutro
1868974.txt;concedido;gostaria de saber:  1) quando sera procedida a avaliacao dos portais de transparencia pela CGU (ministerio da transparencia , fiscalizacao e controle) relativo ao ano de 2016?  2) quando sera divulgado o ranking decorrente desta avaliacao?;gost sab ser proced avaliaca port cgu control relat ano ser divulg ranking avaliaca;<gostaria><DT> de <saber><DT> 1 <quando><DT> sera procedida a <valor><PT> dos <portal de transparência><PT> pela cgu ministerio da transparencia fiscalizacao e controle relativo ao ano de 2016 . 2 <quando><DT> sera divulgado o <programa brasil transparente><PT> decorrente desta <valor><PT> .;concedido;concedido
1849814.txt;concedido;Quantas pessoas na CGU estão dedicadas exclusivamente à elaboração de respostas aos recursos em terceira instância encaminhados à CGU?;pesso cgu esta dedic respost recurs terceir instanc cgu;<quanto><DT> pessoas na cgu estão dedicadas exclusivamente à elaboração de <resposta><PT> aos <relatório de pedido de informação><PT> encaminhados à cgu .;concedido;concedido
1774606.txt;concedido;Gostaria de informação a respeito do número de demandas feitos via e-SIC para o MEC que resultam em reencaminhamento para outros órgãos.;gost respeit numer demand feit sic mec result orga;<gostaria><DT> de informação a respeito do <número><PT> de demandas feitos via <e sic><PT> para o mec que resultam em <reencaminhamento><PT> para outros <órgãos><PT> .;concedido;concedido
1704316.txt;concedido;Gostaria de saber a quantidade de GSISTE (Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal), de nível superior, que o órgão possui, por departamento, e quantas estão vagas. ;gost sab gsist unidad sistem public federal nivel superior orga possu esta vag;<gostaria><DT> de <saber><DT> a <quantidade><PT> de gsiste gratificação temporária <cargos efetivos><PT> unidades dos <e sic><PT> estruturadores da administração pública federal de nível superior que o <órgãos><PT> possui por departamento e <quanto><DT> estão <vagas><PT> .;concedido;concedido
1844245.txt;concedido;Como configurar o e-SIC para municipios (Prefeituras) de forma que os cidadãos possam usar o sistema para registar ocorrências, solicitações, reclamações referentes ao órgão municipal.;sic form cidada poss usar sistem regist orga municipal;como configurar o <e sic><PT> para <municípios><PT> prefeituras de <formato digital><PT> que os cidadãos possam usar o <e sic><PT> para registar ocorrências solicitações reclamações referentes ao <órgãos><PT> municipal .;neutro;neutro
1783181.txt;concedido;Gostaria de saber se a Instrução Normativa  da CGU que irá regulamentar a utilização do TAC para os órgãos e entidades do Poder Executivo Federal já se encontra em vigor? É preciso que a mesma esteja em vigor para que empresas públicas possam adotar o referido termo de ajustamento de conduta?;gost sab instruca normat cgu ira tac orga entidad pod execut federal encontr vigor precis estej vigor empres public poss adot refer term condut;<gostaria><DT> de <saber><DT> se a <norma><PT> da cgu que irá regulamentar a utilização do tac para os <órgãos><PT> e entidades do poder executivo federal já se encontra em vigor . é <preciso de ajuda><DT> que a mesma esteja em vigor para que empresas públicas possam adotar o referido termo de ajustamento de conduta .;concedido;concedido
1689975.txt;concedido;Olá,   Eu gostaria de saber todos os passos que um cidadão deve seguir quando identifica fatos como improbidade administrativa, desvio de verba, trabalho escravo etc, na administração pública.  Que órgãos procurar para formalizar denúncia de acordo com o tipo de verba (Federal ou Estadual)?  Eu preciso dessas informações pois tenho provas de improbidade e trabalho escravo e preciso denunciar um prefeito de uma cidade para ajudar a população local. Preciso de ajuda para ajudar minha cidade. Por favor me ajudem.  Grato pela atenção. Aguardo resposta.;ola gost sab pass cidada dev segu fat desvi verb trabalh escrav etc public orga procur denunc acord tip verb federal estadual precis tenh prov trabalh escrav precis denunc prefeit cidad ajud populaca local precis ajud ajud cidad favor ajud grat atenca aguard respost;olá eu <gostaria><DT> de <saber><DT> todos os passos que um cidadão deve seguir <quando><DT> identifica fatos como improbidade administrativa desvio de <recursos federais><PT> <ações><PT> escravo etc na administração pública . que <órgãos><PT> <procuro><DT> para formalizar <representações><NT> de acordo com o tipo de <recursos federais><PT> federal ou estadual . eu <preciso de ajuda><DT> dessas informações pois tenho <extratos bancários><NT> de improbidade e <ações><PT> escravo e <preciso de ajuda><DT> denunciar um prefeito de uma cidade para ajudar a população local . <preciso de ajuda><DT> para ajudar minha cidade . <favor><DT> me ajudem . grato pela atenção . aguardo <resposta><PT> .;concedido;concedido
1812577.txt;concedido;Tambem gostaríamos de ter acesso ao relatório da Caixa Econômica Federal realizada em conjunto com a CGU.;ter acess relatori caix econom federal realiz conjunt cgu;tambem <gostaria><DT> de ter <acesso><DT> ao relatório da caixa econômica federal realizada em conjunto com a cgu .;neutro;neutro
1750634.txt;concedido;Bom dia, gostaria de saber se a PREFEITURA DE CAJAMAR recebe verbas federais para custeio do transporte Universitário gratuito.  Gostaria, ainda, de saber se a prefeitura de cajamar tem um site que não é transparente quanto a tais gastos, e mais, não viabiliza acesso a informação pois ao realizar pedido do mesmo não é emitido protocolo. Muito menos recebe-se cópia do que se digitou É NORMAL/;dia gost sab cajam receb verb feder custei gratuit gost sab cajam tem sit gast viabiliz acess realiz ped emit protocol receb cop digit normal;bom <data de posse><PT> <gostaria><DT> de <saber><DT> se a prefeitura de cajamar recebe <recursos federais><PT> para custeio do transporte universitário gratuito . <gostaria><DT> ainda de <saber><DT> se a prefeitura de cajamar tem um site que não é transparente <quanto><DT> a tais <gasto><PT> e mais não viabiliza <acesso><DT> a informação pois ao realizar <pedidos><PT> do mesmo não é emitido protocolo . muito menos recebe se cópia do que se digitou é normal  .;concedido;concedido
1748316.txt;concedido;Solicitamos informações da atual situação do Processo NUP - 00206.001196/2015-38 e os encaminhamentos e providências tomadas. Este processo foi encaminhado para a Secretaria de Transparência e prevenção da Corrupção (STPC) através de nossa reclamação Protocolo - 00106.001483/2015-76.  Agradecemos a atenção.;atual situaca process nup tom process foi prevenca corrupca stpc protocol atenca;<solicito><DT> informações da atual situação do processo nup 00206 001196 2015 38 e os encaminhamentos e providências tomadas . este processo foi encaminhado para a secretaria de transparência e prevenção da corrupção stpc através de nossa reclamação protocolo 00106 001483 2015 76 . agradecemos a atenção .;neutro;neutro
1700540.txt;concedido;Gostaria de saber se há processo para abertura de Concurso da CGU nos próximos anos. Caso tenha, solicito informações do seu andamento, bem como quais cargos e vagas o concurso visa preencher.;gost sab process abertur concurs cgu prox anos tenh solicit andament carg vag concurs vis preench;<gostaria><DT> de <saber><DT> <existe><DT> processo para abertura de <concurso><PT> da cgu nos próximos anos . caso tenha <solicito><DT> informações do seu <andamento dessa operação><NT> bem como <qual><DT> <cargos efetivos><PT> e <vagas><PT> o <concurso><PT> visa preencher .;concedido;concedido
1826538.txt;concedido;Prezados, venho, respeitosamente, requerer, com base nos artigos 1º, 3º, incisos I, II e V, artigo 6º, inciso I e artigo 10, todos da Lei n.º 12.527/2011, bem como amparado no artigo 7º, incisos XIII e XV da Lei n.º 8.906/94, cópia da decisão proferida nos autos do processo de n.º 00190.025826/201403, em trâmite na Controladoria Geral da União, e dos pareceres e do relatório final da comissão que a fundamentam. ;prez venh requer bas artig incis artig incis artig lei n ampar artig incis xii lei n cop decisa profer aut process n tramit geral unia parec relatori final comissa;prezados venho respeitosamente <requerer><DT> com base nos <artigos><PT> 1º 3º <artigos><PT> i ii e v <artigos><PT> 6º <artigos><PT> i e <artigos><PT> 10 todos da lei n º 12 527 2011 bem como amparado no <artigos><PT> 7º <artigos><PT> xiii e xv da lei n º 8 906 94 cópia da <decisão><PT> proferida nos autos do processo de n º 00190 025826 201403 em <comissão de sindicância><NT> na controladoria geral da união e dos pareceres e do <relatório de auditoria><NT> que a fundamentam .;neutro;concedido
1841259.txt;concedido;Prezados, estou fazendo mestrado em Administração Pública e estou levantando dados acerca das oportunidades de crescimento nas carreiras públicas. Assim, solicito planilha discriminando os Analistas de Finanças e Controle que possuem DAS, informando o tipo de DAS e a data em que a pessoas assumiu o cargo. Para facilitar a compreensão do que estou solicitando, segue em anexo planilha com um modelo e exemplos das informações necessárias. Se, por algum motivo, não for possível fornecer o nome dos servidores, pode colocar o cpf incompleto pois não irá atrapalhar a pesquisa.  Agradeço sua atenção! ;prez estou faz mestr public estou dad carreir public solicit planilh anal financ control possu tip dat pesso assum carg facilit estou seg anex planilh model exempl motiv for possivel fornec nom pod coloc cpf ira pesquis agradec atenca;prezados estou fazendo mestrado em administração pública e estou levantando dados acerca <cargos efetivos><PT> oportunidades de crescimento nas <auditor federal de finanças e controle><PT> . assim <solicito><DT> planilha discriminando os <analistas de finanças e controle><PT> que possuem <cargos efetivos><PT> informando o tipo de <cargos efetivos><PT> e a <data de atualização><PT> em que a pessoas assumiu o <cargos efetivos><PT> . para facilitar a compreensão do que estou solicitando segue em <anexo><PT> planilha com um modelo e exemplos <cargos efetivos><PT> informações necessárias . se por algum <fundamentação><PT> não for possível fornecer o <informação pessoal><NT> dos <profissionais><PT> pode colocar o <informação pessoal><NT> incompleto pois não irá atrapalhar a pesquisa . agradeço sua atenção .;concedido;concedido
1837281.txt;concedido;O relatório nº 01243 foi citado em uma ação do MPF relativo a utilização de recursos do Fundeb exercícios 2007 e 2008 - Município de Maués - Amazonas. Gostaríamos de saber que processo ele originou e qual a conclusão do processo.;relatori foi cit aca mpf relat recurs fundeb municipi mau amazon sab process origin conclusa process;o relatório nº 01243 foi citado em uma ação do <polícia federal><NT> relativo a utilização de recursos do fundeb exercícios 2007 e 2008 município de maués amazonas . <gostaria><DT> de <saber><DT> que processo ele originou e <qual><DT> a <decisão><PT> do processo .;concedido;concedido
1824243.txt;concedido;Prezado(a),  Solicito, por gentileza, cópia integral do Relatório Final da Comissão de Processo Administrativo de Responsabilização e as manifestações jurídicas da Assessoria Jurídica da Controladoria-Geral da União, do Parecer nº 00005/2016/ASJURCGU/CGU-AGU e do Parecer nº 00061/2016/ASJUR-CGU/CGUAGU, nos quais se declara a inidoneidade da empresa MENDES JÚNIOR TRADING E ENGENHARIA S/A (MJTE), CNPJ nº 19.394.808/0001- 29, pela prática de atos ilícitos visando a frustrar os objetivos da licitação, por pagar propina a agentes públicos, exercer influência indevida sobre esses agentes e deles receber tratamento diferenciado, e por ter-se utilizado de empresa de fachada para dissimular pagamentos.   Desde já, agradeço pela atenção.  Att,  Larissa Scalia.   ;prez solicit gentil cop integral relatori final comissa process jurid jurid geral unia parec agu parec decl empres mend junior trading sa mjte cnpj pratic atos ilicit vis frustr objet licitaca pag propin agent public exerc indev agent receb ter utiliz empres fach agradec atenca att lariss scal;prezado a <solicito><DT> por gentileza cópia <integra desse relatório><NT> do <relatório de auditoria><NT> de <par><NT> e as manifestações jurídicas da assessoria jurídica da controladoria geral da união do parecer nº 00005 2016 asjurcgu cgu agu e do parecer nº 00061 2016 asjur cgu cguagu nos <qual><DT> se declara a inidoneidade da empresa mendes júnior trading e engenharia s a mjte cnpj nº 19 394 808 0001  29 pela prática de atos ilícitos visando a frustrar os <meta><PT> da <pregão><PT> por pagar propina a agentes públicos exercer influência indevida sobre esses agentes e deles receber tratamento diferenciado e por ter se utilizado de empresa de fachada para dissimular pagamentos . desde já agradeço pela atenção . att larissa scalia .;negado;negado
1867528.txt;concedido;Prezados,  O portal Acesso à Informação da CGU permite o download das decisões emitidas pela Controladoria a respeito da LAI. Conforme o link http://www.acessoainformacao.gov.br/assuntos/recursos/recursos-a-cgu/download-das-decisoes-e-ementario, sua última atualização ocorreu há quase dois meses. Nesse sentido, agradeceria que o link fosse atualizado para incluir decisões recentes. Além disso, consulto sobre a possibilidade de o conjunto das decisões a respeito do MRE ser disponibilizado em arquivo único. Muito obrigado!;prez portal acess cgu permit download deciso emit respeit lai link http deciso ementari ultim ocorr mes sent link foss inclu deciso recent consult conjunt deciso respeit mre ser arquiv unic obrig;prezados o <portal de transparência><PT> <acesso><DT> à informação da cgu permite o <download de dados><PT> <cargos efetivos><PT> <decisão><PT> emitidas pela controladoria a respeito da lai . conforme o <link><PT> http   www acessoainformacao gov br assuntos recursos recursos a cgu <download de dados><PT> <cargos efetivos><PT> <decisão><PT> e ementario sua última atualização ocorreu <existe><DT> quase dois meses . nesse sentido <agradeceria que><DT> o <link><PT> fosse atualizado para incluir <decisão><PT> recentes . além disso <consultar><DT> sobre a possibilidade de o conjunto <cargos efetivos><PT> <decisão><PT> a respeito do mre ser disponibilizado em arquivo único . muito obrigado .;concedido;concedido
1830919.txt;concedido;Solicito cópia e/ou disponibilidade de acesso ao Relatório de Demandas Externas nº 00218.000126/2013-61, o qual fez análise de obras executadas no município de Seropédica, em razão das chuvas ocorridas em 2010, tendo em vista que não obtive êxito na pesquisa direta no site.  ;solicit cop eou acess relatori demand extern fez analis obras municipi raza chuv ocorr tend vist obtiv exit pesquis diret sit;<solicito><DT> cópia e ou <acesso><DT> ao <relatório de demandas externas><NT> nº 00218 000126 2013 61 o <qual><DT> fez análise de obras executadas no município de seropédica em razão <cargos efetivos><PT> chuvas ocorridas em 2010 tendo em vista que não obtive êxito na pesquisa direta no site .;neutro;negado
1680611.txt;concedido;Dei entrada em 09/11/2015, na Regional da CGU no Estado do Ceará do pedido de reconsideração relativo a portaria nº 174/CGU, publicada no DOU de 11/09/2015, cujo teor é a aplicando da pena de demissão em face do processo nº 00190.024457/2011-81, entretanto, até a presente data não recebi qualquer informação relativa à decisão. Gostaria de receber informações sobre o andamento referido procedimento. ;dei entrad regional cgu estad cear ped relat port public dou teor aplic pen demissa fac process present dat receb relat decisa gost receb andament refer;<informar><DT> em 09 11 2015 na regional da cgu no estado do ceará do <decisão><PT> relativo a <norma><PT> nº 174 cgu publicada no <diário oficial da união><PT> de 11 09 2015 cujo teor é a aplicando da pena de demissão em face do processo nº 00190 024457 2011 81 entretanto até a presente <data de atualização><PT> não recebi qualquer informação relativa à <decisão><PT> . <gostaria><DT> de receber informações sobre o <andamento dessa operação><NT> referido <procedimento><PT> .;concedido;concedido
1686455.txt;concedido;Com relação aos Pedidos de Acesso À Informação, no ano de 2015, conforme relatório geral estatístico da CGU , constam em tramitação fora do prazo 1333 pedidos. Qual o tempo de pendência desses pedidos? Estes dados estão computados no tempo médio de resposta, ou somente os respondidos estão computados nessa média?                                     ;relaca ped acess ano relatori geral cgu const praz ped temp pendenc ped dad esta temp medi respost esta med;<com relação><DT> aos <pedidos><PT> de <acesso><DT> à informação no ano de 2015 conforme <relatório de pedido de informação><PT> da cgu constam em <relatório de pedido de informação><PT> 1333 <pedidos><PT> . <qual><DT> o tempo de pendência desses <pedidos><PT> . estes dados estão computados no <relatório de pedido de informação><PT> ou somente os respondidos estão computados nessa média .;concedido;concedido
1868789.txt;concedido;Caros, boa tarde.  Sou estudante e estou escrevendo um artigo sobre a movimentação legislativa e questões jurídicas envolvendo os acordos de leniência no Brasil, incluindo uma análise dos projetos de lei sobre o tema - PL3636 e 5802, seus impactos na lei anticorrupção e temas correlatos da revogada MP 703/2015, bem como tentarei fazer uma avaliação do novo desenho institucional envolvendo a CGU e o Ministério da Transparência.  Assim, envio o presente para requerer cópias de peças iniciais, decisões e pareceres envolvendo um processo contra a Mendes Júnior Trading e Engenharia S.A. (CNPJ 19.394.808/0001-29). Como a CGU apenas proferiu uma decisão após 1 ano e 4 meses envolvendo essa questão, possui mais 29 processos relacionados com a Lava Jato sob sua alçada e está implementando as modificações do novo Ministério da Transparência que poderá delongar o prazo de novas decisões para uma doutrina uniforme, seria ótimo contar com esses documentos o mais breve.  Eu tentei visualizar o Processo Administrativo de Responsabilização (PAR) envolvendo essa empresa, instaurado em dezembro de 2014, incluindo a decisão final do Ministro Luiz Navarro que a declarou inidônea, bem como os Pareceres 00005/2016/ASJUR/CGU/CGU-AJU e 00061/2016/ASJUR/CGU/CGU-AJU, mas sem sucesso.  Nesse sentido, por gentileza, vocês poderiam me auxiliar nesse assunto enviando cópia dos autos, decisões e pareceres por e-mail ou indicando aonde eu posso obter tais cópias, de preferência online, uma vez que resido em São Paulo?  Desde já, muito obrigado.;car boa tard sou estud estou artig questo jurid acord lenienc brasil inclu analis projet lei tem impact lei tem revog tent faz avaliaca nov desenh cgu envi present requer cop pec inic deciso parec process mend junior trading sa cnpj cgu profer decisa ano mes questa possu process lav jat alcad nov pod delong praz nov deciso doutrin uniform ser otim cont brev tent process par empres dezembr inclu decisa final ministr luiz navarr declar inidon parec aju aju sucess sent gentil pod auxili assunt envi cop aut deciso parec mail indic poss obter cop onlin vez res sao paul obrig;caros boa tarde . sou estudante e estou escrevendo um <artigos><PT> sobre a movimentação legislativa e questões jurídicas envolvendo os <acordo de leniência><NT> no brasil incluindo uma análise dos projetos de lei sobre o <agenda><PT> pl3636 e 5802 seus impactos na lei anticorrupção e temas correlatos da revogada <norma><PT> 703 2015 bem como tentarei fazer uma <valor><PT> do novo desenho institucional envolvendo a cgu e o ministério da transparência . assim <solicito><DT> o presente para <requerer><DT> cópias de peças iniciais <decisão><PT> e pareceres envolvendo um processo contra a mendes júnior trading e engenharia s a  cnpj 19 394 808 0001 29 . como a cgu apenas proferiu uma <decisão><PT> após 1 ano e 4 meses envolvendo essa questão possui mais 29 processos <com relação><DT> com a <lava jato><NT> sob sua alçada e está implementando as modificações do novo ministério da transparência que poderá delongar o <prorrogação de prazo><PT> de novas <decisão><PT> para uma doutrina uniforme seria ótimo contar com esses documentos o mais breve . eu tentei visualizar o <par><NT> <processo sancionador><NT> envolvendo essa empresa <processos administrativos instaurados><NT> em dezembro de 2014 incluindo a <decisão><PT> do ministro luiz navarro que a declarou inidônea bem como os pareceres 00005 2016 asjur cgu cgu aju e 00061 2016 asjur cgu cgu aju mas sem sucesso . nesse sentido por gentileza vocês <poderia><DT> me auxiliar nesse assunto enviando cópia dos autos <decisão><PT> e pareceres por e mail ou indicando <aonde><DT> eu <acesso><DT> obter tais cópias de preferência online uma vez que resido em são paulo . desde já muito obrigado .;concedido;concedido
1697249.txt;concedido;Com base na Lei de Acesso à Informação (LAI), solicito acesso a pareceres, exposições de motivos, ofícios e demais despachos que deram origem ou embasaram as discussões na CGU para a elaboração da Medida Provisória 703, editada em 18 de dezembro de 2015 e publicada no Diário Oficial da União no dia 21 de dezembro de 2015. Caso haja processo constituído nesta pasta solicito a íntegra do mesmo incluindo documentos que tenham sido remetidos à Casa Civil sobre a MP que trata de acordos de leniência. Cordialmente, Francisco Gonçalves;bas lei acess lai solicit acess parec motiv ofici despach der orig embas cgu med edit dezembr public diari oficial unia dia dezembr haj process past solicit integr inclu tenh sid remet cas civil trat acord lenienc francisc goncalv;com base na lei de <acesso><DT> à informação lai <solicito><DT> <acesso><DT> a pareceres <norma><PT> ofícios e demais despachos que deram origem ou embasaram as discussões na cgu para a elaboração da <multas><PT> provisória 703 editada em 18 de dezembro de 2015 e publicada no <diário oficial da união><PT> no dia 21 de dezembro de 2015  caso haja processo constituído nesta pasta <solicito><DT> a íntegra do mesmo incluindo documentos que tenham sido remetidos à casa civil sobre a <norma><PT> que trata de <acordo de leniência><NT> . cordialmente francisco gonçalves .;concedido;concedido
1826244.txt;concedido;Na gestão 2008/2012 foi realizado auditoria da CGU, referente a obras fantasmas e, desvio de recursos públicos do Município  de Guarani de Goiás-GO. LOGO, requer ao órgão superior/ vinculado a quem de direito que disponibilize o relatório referente a auditoria da gestão acima referida.  nestes termos, pede deferimento.   Guarani de Goiás-Go 29 de Abril de 2016.                         WALEX GUEDES FERREIRA DE MACEDO                      ADVOGADO                    OAB/DF N° 49154                   OAB/GO N° 45162A ;gesta foi realiz auditor cgu referent obras fantasm desvi recurs public municipi guaran goi requ orga superior vincul direit relatori referent auditor gesta refer term ped guaran goi abril walex gued ferreir maced advog oabdf oabg;na gestão 2008 2012 foi realizado auditoria da cgu referente a obras fantasmas e desvio de <recursos públicos><PT> do município de guarani de goiás go . logo <requerer><DT> ao <órgãos><PT> superior  vinculado a <quem><DT> de direito que disponibilize o relatório referente a auditoria da gestão acima referida . nestes termos pede deferimento . guarani de goiás go 29 de abril de 2016  walex guedes ferreira de macedo advogado oab df n° 49154 oab go n° 45162a .;concedido;concedido
1855083.txt;concedido;Senhores,  Gostaria de verificar se é possível obter informação acerca do acessos/consultas  realizados no portal da transparência, objetivando informação acerca do meu perfil/remuneração por terceiros.  Caso positivo, solicito informar usuário, local, tipo de acesso.  A solicitação deve-se ao fato de entender que assim como meus dados estão disponíveis para consulta, assim também devem estar disponibilizadas  informações dos interessados na consulta.  Atenciosamente,   Nivea Paula Aragão Espada;senhor gost verific possivel obter portal terceir posit solicit inform usuari local tip acess dev fat entend dad esta consult dev estar consult niv paul araga espad;senhores <gostaria><DT> de verificar se é possível obter informação acerca do acessos consultas realizados no <portal de transparência><PT> da transparência objetivando informação acerca do meu <perfil dos solicitantes><PT> <remuneração><PT> por terceiros . caso positivo <solicito><DT> <informar><DT> usuário local tipo de <acesso><DT> . a <solicito><DT> deve se ao fato de entender que assim como meus dados estão disponíveis para <consultar><DT> assim também devem estar disponibilizadas informações dos interessados na <consultar><DT> . atenciosamente nivea paula aragão espada .;concedido;concedido
1800779.txt;concedido;"Prezados,  solicito o quantitativo total e vagos de cargos de ""Analista de Finanças e Controle"" e ""Técnico de Finanças e Controle"" da CGU para a regional do Rio de Janeiro e do órgão central no Distrito Federal.   Para os cargos de ""Analista de Finanças e Controle"" solicito as informações sobre os cargos das Áreas: Administrativa e Correição.  Obrigado ";prez solicit total vag carg anal financ control tecnic financ control cgu regional rio janeir orga central distrit federal carg anal financ control solicit carg are correica obrig;prezados <solicito><DT> o <quantidade><PT> total e vagos de <cargos efetivos><PT> de    <auditor federal de finanças e controle><PT>    e    técnico de finanças e controle    da cgu para a regional do rio de janeiro e do <órgão central><PT> no distrito federal . para os <cargos efetivos><PT> de    <auditor federal de finanças e controle><PT>    <solicito><DT> as informações sobre os <cargos efetivos><PT> <cargos efetivos><PT> <cadastro><PT> administrativa e <comissão de sindicância><NT> . obrigado .;concedido;concedido
1838248.txt;concedido;"Bom dia! Não consegui localizar no Portal da Transparência informações referentes ao gasto com pessoal, especificamente relacionado ao percentual de Despesa com Pessoal do Executivo com relação à receita corrente líquida, conforme disciplinado pela LRF em seu Art. 20, I, ""c"". Gentileza informar onde consigo essa informação referente ao primeiro quadrimestre de 2016 e demais anos.";dia consegu localiz portal gast pessoal despes pessoal execut relaca receit corrent liqu lrf art gentil inform referent primeir anos;bom <data de posse><PT> . não consegui <identificar><DT> no <portal de transparência><PT> da transparência informações referentes ao <gasto><PT> com pessoal especificamente <com relação><DT> ao percentual de <despesas><PT> com pessoal do executivo <com relação><DT> à <receitas><PT> corrente líquida conforme disciplinado pela lrf em seu art . 20 i    c    . <informar><DT> <aonde><DT> consigo essa informação referente ao primeiro quadrimestre de 2016 e demais anos .;concedido;concedido
1878123.txt;concedido;Em relação à ausência de informação por parte de agente público de uma autarquia (Conselho Regional de Enfermagem-MG), dentro do prazo legal previsto na Lei de Acesso à Informação, pergunto à Controladoria Geral de União (Ministério da Transparência, Fiscalização e Controle):  1- Quais órgãos poderem ser acionados por via administrativa em caráter de recurso para determinarem uma manifestação por parte do agente público omisso?  2- Quais medidas administrativas/jurídicas poderão expedidas em relação à omissão da publicitação de informação por parte do servidor público da autarquia, visto não ter se pronunciado dentro do prazo previsto em lei?;relaca ausenc part agent public autarqu conselh regional praz legal previst lei acess pergunt geral unia control orga pod ser acion carat recurs part agent public omiss med podera exped relaca omissa part servidor public autarqu ter praz previst lei;em relação à ausência de informação por parte de <auditor federal de finanças e controle><PT> de uma autarquia conselho regional de enfermagem mg dentro do <prorrogação de prazo><PT> <norma><PT> previsto na lei de <acesso><DT> à informação <pergunto><DT> à controladoria geral de união ministério da transparência fiscalização e controle 1  <qual><DT> <órgãos><PT> poderem ser acionados por via administrativa em caráter de <recursos federais><PT> para determinarem uma manifestação por parte do <auditor federal de finanças e controle><PT> omisso . 2  <qual><DT> <multas><PT> jurídicas poderão expedidas em relação à <decisão><PT> da publicitação de informação por parte do <servidores><PT> público da autarquia visto não ter se pronunciado dentro do <prorrogação de prazo><PT> previsto em lei .;concedido;concedido
1682695.txt;concedido;Gostaria de obter a informação sobre as vacâncias, exonerações decorrentes de posse em outro cargo ou emprego público inacumulável dos candidatos do concurso de 2012 (edital ESAF 07/2012) ocorridas a partir do último curso de formação (curso de formação grupo 4) e que não foram aproveitadas (não foram convocados outros candidatos) em função do término do prazo de validade do referido concurso, até a elaboração da resposta. ;gost obter vacanc poss carg empreg public concurs edital esaf ocorr part ultim curs formaca curs formaca grup for for funca termin praz validad refer concurs respost;<gostaria><DT> de obter a informação sobre as <cargos efetivos><PT> <cargos efetivos><PT> decorrentes de posse em outro <cargos efetivos><PT> ou emprego público inacumulável dos candidatos do <concurso><PT> de 2012 <edital><PT> esaf 07 2012 ocorridas a partir do último curso de <capacitação><PT> curso de <capacitação><PT> grupo 4 e que não foram aproveitadas não foram convocados outros candidatos em <cadastro><PT> do término do <prorrogação de prazo><PT> de validade do referido <concurso><PT> até a elaboração da <resposta><PT> .;concedido;concedido
